C00002399 | Abrotanella spp.
C00012834 | Schistostephium crataegifolium
C00003299 | Schkuhria pinnata
C00011790 | Schkuhria anthemoides
C00011794 | Schkuhria anthemoides
C00011795 | Schkuhria anthemoides
C00011979 | Schkuhria schkuhrioides
C00011980 | Schkuhria schkuhrioides
C00012008 | Schkuhria schkuhrioides
C00012336 | Schkuhria pinnata
C00012337 | Schkuhria pinnata
C00012338 | Schkuhria schkuhrioides
C00012382 | Schkuhria schkuhrioides
C00012393 | Schkuhria schkuhrioides
C00022214 | Schkuhria multiflora
C00022215 | Schkuhria multiflora
C00022216 | Schkuhria multiflora
C00022375 | Schkuhria multiflora
C00049912 | Schkuhria schkuhrioides
C00049913 | Schkuhria schkuhrioides
C00049977 | Schkuhria schkuhrioides
C00050219 | Schkuhria schkuhrioides
C00005137 | Scolymus hispanicus
C00005141 | Scolymus hispanicus
C00005379 | Scolymus hispanicus
C00005968 | Scolymus hispanicus
C00000659 | Scorzonera hispanica
C00002499 | Scorzonera divaricata
C00002499 | Scorzonera pseudodivaricata
C00002631 | Scorzonera hispanica
C00002724 | Scorzonera divaricata
C00002727 | Scorzonera hispanica
C00003749 | Scorzonera cretica
C00003750 | Scorzonera cretica
C00003757 | Scorzonera cretica
C00003817 | Scorzonera divaricata
C00004261 | Scorzonera pseudodivaricata
C00005169 | Scorzonera divaricata
C00006378 | Scorzonera pseudodivaricata
C00007190 | Scorzonera hispanica
C00019220 | Scorzonera cretica
C00020803 | Scorzonera hispanica L.
C00021685 | Scorzonera hispanica
C00033559 | Scorzonera pseudodivaricata
C00034222 | Scorzonera hispanica
C00034223 | Scorzonera hispanica L.
C00034641 | Scorzonera pseudodivaricata
C00039208 | Scorzonera divaricata
C00039209 | Scorzonera divaricata
C00045970 | Scorzonera cretica
C00046226 | Scorzonera cretica
C00046389 | Scorzonera cretica
C00046390 | Scorzonera cretica
C00046391 | Scorzonera cretica
C00047560 | Scorzonera radiata
C00047561 | Scorzonera radiata
C00047562 | Scorzonera radiata
C00047563 | Scorzonera radiata
C00047564 | Scorzonera radiata
C00003247 | Scorzoneroides autumnalis (L.) Moench
C00003247 | Scorzoneroides muelleri (Sch.Bip.)
C00003387 | Scorzoneroides cichoracea (Ten.) Greuter
C00020807 | Scorzoneroides autumnalis (L.) Moench
C00020808 | Scorzoneroides autumnalis (L.) Moench
C00020808 | Scorzoneroides crocea (Haenke) Holub
C00020808 | Scorzoneroides duboisii (Greuter) Sennen
C00020808 | Scorzoneroides helvetica (Merat) Holub
C00020808 | Scorzoneroides montana (Lam.) Holub
C00020808 | Scorzoneroides montaniformis (Widder) Gutermann
C00020808 | Scorzoneroides pyrenaica (Gouan) Holub
C00020808 | Scorzoneroides rilaensis (Hayek) Holub
C00020809 | Scorzoneroides crocea (Haenke) Holub
C00020809 | Scorzoneroides duboisii (Greuter) Sennen
C00020809 | Scorzoneroides helvetica (Merat) Holub
C00020809 | Scorzoneroides montana (Lam.) Holub
C00020809 | Scorzoneroides montaniformis (Widder) Gutermann
C00020809 | Scorzoneroides pyrenaica (Gouan) Holub
C00020809 | Scorzoneroides rilaensis (Hayek) Holub
C00033526 | Scorzoneroides muelleri (Sch.Bip.)
C00033980 | Scorzoneroides muelleri (Sch.Bip.)
C00001183 | Senecio nemorensis
C00001263 | Senecio burtonii
C00002078 | Senecio viravira
C00002079 | Senecio rivularis
C00002080 | Senecio angulatus
C00002084 | Senecio doronicum
C00002084 | Senecio othonnae
C00002092 | Senecio alpinus
C00002092 | Senecio brasiliensis
C00002092 | Senecio faberi
C00002092 | Senecio glabellum
C00002092 | Senecio integerrimus
C00002092 | Senecio longibolus
C00002092 | Senecio mairetianus
C00002092 | Senecio miser
C00002092 | Senecio squalidus
C00002094 | Senecio bupleuroides
C00002094 | Senecio longifolius
C00002094 | Senecio longilobus
C00002094 | Senecio paucicazyculatus
C00002094 | Senecio scleratus
C00002096 | Senecio alpinus
C00002096 | Senecio cineraria
C00002096 | Senecio cneraria
C00002096 | Senecio crucifolia
C00002096 | Senecio incarnus
C00002096 | Senecio jacobaea
C00002097 | Senecio oryzetorum
C00002100 | Senecio macrophyllus
C00002100 | Senecio nemorensis
C00002102 | Senecio nemorensis
C00002103 | Senecio spp.
C00002107 | Senecio adnatus
C00002107 | Senecio oryzetorum
C00002107 | Senecio platyphylloides
C00002107 | Senecio platyphyllus
C00002107 | Senecio rhombifolius
C00002108 | Senecio inaequidens
C00002108 | Senecio pseudo-orientalis
C00002108 | Senecio vernalis
C00002108 | Senecio vulgaris
C00002109 | Senecio argentino
C00002109 | Senecio filaginoides
C00002109 | Senecio gillesiano
C00002109 | Senecio glandulosus
C00002109 | Senecio grisebachii
C00002109 | Senecio leucostachys
C00002109 | Senecio phillipicus
C00002109 | Senecio ragonesi
C00002109 | Senecio retrorsus
C00002109 | Senecio selloi Spreng. De Candolle
C00002109 | Senecio subulatus
C00002109 | Senecio uspallatensis
C00002109 | Senecio vulgaris
C00002110 | Senecio aegypticus
C00002110 | Senecio ambrosioides
C00002110 | Senecio eremophilus
C00002110 | Senecio longibolus
C00002110 | Senecio riddelii
C00002110 | Senecio riddellii
C00002110 | Senecio vulgaris
C00002112 | Senecio rosmarinifolius
C00002113 | Senecio memorensis
C00002113 | Senecio oryzetorum
C00002113 | Senecio platyphylloides
C00002113 | Senecio rhombifolius
C00002113 | Senecio sarracenicus
C00002113 | Senecio sarracinus
C00002113 | Senecio sylvaticus
C00002114 | Senecio aetnensis
C00002115 | Senecio aetnensis
C00002115 | Senecio aucheri
C00002115 | Senecio pterophorus
C00002116 | Senecio argentino
C00002116 | Senecio aureus
C00002116 | Senecio erraticus
C00002116 | Senecio erucifolius
C00002116 | Senecio gillesiano
C00002116 | Senecio glabellum
C00002116 | Senecio glandulosus
C00002116 | Senecio illinitus
C00002116 | Senecio inaequidens
C00002116 | Senecio jacobaea
C00002116 | Senecio leucostachys
C00002116 | Senecio longibolus
C00002116 | Senecio mairetianus
C00002116 | Senecio oryzetorum
C00002116 | Senecio ragonesi
C00002116 | Senecio selloi Spreng. De Candolle
C00002116 | Senecio subulatus
C00002116 | Senecio uspallatensis
C00002116 | Senecio vernalis
C00002116 | Senecio vulgaris
C00002117 | Senecio alpinus
C00002117 | Senecio borysthenicus
C00002117 | Senecio cneraria
C00002117 | Senecio incanus
C00002117 | Senecio kubensis
C00002117 | Senecio longibolus
C00002117 | Senecio palmatus
C00002117 | Senecio phillipicus
C00002117 | Senecio platyphylloides
C00002117 | Senecio platyphyllus
C00002117 | Senecio propinquus
C00002117 | Senecio renardi
C00002117 | Senecio rhombifolius
C00002117 | Senecio stenocephalus
C00002117 | Senecio subalpinus
C00002118 | Senecio seratophiloides
C00002118 | Senecio vernalis
C00002119 | Senecio illinitus
C00002119 | Senecio jacobaea
C00002119 | Senecio kirkii
C00002119 | Senecio renardi
C00002119 | Senecio renardii
C00002119 | Senecio vernalis
C00002124 | Senecio triangularis
C00002399 | Senecio spp.
C00002440 | Senecio longifolius
C00002670 | Senecio nemorensis
C00002698 | Senecio chionophilus
C00002724 | Senecio nemorensis
C00003225 | Senecio pyramidatus
C00003647 | Senecio viravira
C00003672 | Senecio chionophilus
C00003672 | Senecio viravira
C00003674 | Senecio viravira
C00003737 | Senecio chionophilus
C00003737 | Senecio viravira
C00003738 | Senecio chionophilus
C00003738 | Senecio viravira
C00003749 | Senecio chionophilus
C00003757 | Senecio chionophilus
C00003867 | Senecio viscosus
C00004573 | Senecio viscosus
C00004646 | Senecio viscosissimus
C00004646 | Senecio viscosus
C00004677 | Senecio oryzetorum
C00004968 | Senecio spp.
C00004970 | Senecio spp.
C00005149 | Senecio otiles
C00005149 | Senecio spp.
C00005149 | Senecio yegua
C00005226 | Senecio spp.
C00005372 | Senecio cymosus
C00005372 | Senecio otiles
C00005372 | Senecio yegua
C00005374 | Senecio nemorensis
C00005374 | Senecio viravira
C00005413 | Senecio nemorensis
C00005413 | Senecio viravira
C00005413 | Senecio yegua
C00005560 | Senecio subdentatus
C00006396 | Senecio spp.
C00006668 | Senecio cruentus
C00006719 | Senecio cruentus
C00006733 | Senecio nudicaulis
C00006755 | Senecio cruentus
C00006779 | Senecio cruentus
C00006829 | Senecio cruentus
C00006830 | Senecio cruentus
C00007898 | Senecio pseudotites
C00007904 | Senecio pseudotites
C00007905 | Senecio pseudotites
C00010283 | Senecio clevelandii
C00010916 | Senecio affinis
C00011185 | Senecio cruentus
C00011611 | Senecio oxyodontus
C00011612 | Senecio oxyodontus
C00011613 | Senecio oxyodontus
C00011614 | Senecio oxyodontus
C00011679 | Senecio smithii
C00011680 | Senecio smithii
C00011893 | Senecio digitalifolius
C00011894 | Senecio digitalifolius
C00011917 | Senecio digitalifolius
C00011917 | Senecio paludaffinis
C00011918 | Senecio subrubriflorus
C00012483 | Senecio chionophilus
C00012778 | Senecio microglossus
C00013205 | Senecio spp.
C00013232 | Senecio gillesiano
C00013232 | Senecio spp.
C00016969 | Senecio salignus
C00017008 | Senecio scaposus
C00017011 | Senecio scaposus
C00017013 | Senecio elegans
C00017016 | Senecio glutinosus
C00017308 | Senecio umbellatus
C00017309 | Senecio umbellatus
C00017316 | Senecio salignus
C00017317 | Senecio glastifolius
C00017318 | Senecio glastifolius
C00017320 | Senecio rigidus
C00017321 | Senecio rigidus
C00017323 | Senecio smithii
C00017336 | Senecio aureus
C00017339 | Senecio spp.
C00017365 | Senecio praecox
C00017375 | Senecio spp.
C00017376 | Senecio aureus
C00017382 | Senecio elegans
C00017384 | Senecio elegans
C00017385 | Senecio elegans
C00017393 | Senecio nemorensis
C00017394 | Senecio nemorensis
C00017405 | Senecio aureus
C00017413 | Senecio chionophilus
C00017413 | Senecio umbellatus
C00017414 | Senecio umbellatus
C00017415 | Senecio praecox
C00017416 | Senecio praecox
C00017417 | Senecio umbellatus
C00017418 | Senecio praecox
C00017420 | Senecio lanceus
C00017422 | Senecio lanceus
C00017425 | Senecio praecox
C00017427 | Senecio praecox
C00017430 | Senecio praecox
C00017431 | Senecio praecox
C00017432 | Senecio glastifolius
C00017433 | Senecio praecox
C00017434 | Senecio spp.
C00017435 | Senecio spp.
C00017436 | Senecio spp.
C00017444 | Senecio panduriformis
C00017447 | Senecio linifolius
C00017448 | Senecio linifolius
C00017449 | Senecio glutinosus
C00017452 | Senecio glutinosus
C00017459 | Senecio linifolius
C00017462 | Senecio linifolius
C00017464 | Senecio humillimus
C00017500 | Senecio serratifolius
C00017511 | Senecio panduriformis
C00019064 | Senecio burtonii
C00019220 | Senecio chionophilus
C00019308 | Senecio chionophilus
C00020105 | Senecio tomentosus
C00020235 | Senecio abrotanifolius
C00020245 | Senecio mexicanus
C00020247 | Senecio implexus
C00020248 | Senecio implexus
C00020249 | Senecio mexicanus
C00020251 | Senecio mexicanus
C00020252 | Senecio mexicanus
C00020641 | Senecio glanduloso-pisolus
C00020738 | Senecio mexicanus
C00020739 | Senecio mexicanus
C00020740 | Senecio mexicanus
C00021998 | Senecio crassissimum
C00021998 | Senecio crassissimus
C00022116 | Senecio gallicus
C00022117 | Senecio gallicus
C00026155 | Senecio bracteatum
C00026155 | Senecio roseus
C00026156 | Senecio selloi
C00026165 | Senecio chrysocoma
C00026169 | Senecio inornatus
C00026169 | Senecio triangularis Hook
C00026171 | Senecio chrysocoma
C00026172 | Senecio chrysocoma
C00026172 | Senecio schweinfurthii O.Hoffm.
C00026175 | Senecio chrysocoma
C00026175 | Senecio conzantii
C00026175 | Senecio racemosus
C00026176 | Senecio triangularis Hook
C00026182 | Senecio pterophorus
C00026183 | Senecio pterophorus
C00026184 | Senecio integrifolius subsp. aucheri
C00026194 | Senecio leptolobus
C00026206 | Senecio bracteatum
C00026206 | Senecio iodanthus
C00026207 | Senecio pterophorus
C00026209 | Senecio jacobaea L.
C00026209 | Senecio pseudo-orientalis
C00026214 | Senecio bracteatum
C00026214 | Senecio iodanthus
C00026214 | Senecio mulgediifolius
C00026214 | Senecio roseus
C00026216 | Senecio chrysocoma
C00026216 | Senecio conzantii
C00026216 | Senecio doratophyllus
C00026217 | Senecio auricula
C00026217 | Senecio leptolobus
C00026218 | Senecio othonnae
C00026219 | Senecio madrensis
C00026219 | Senecio platyphylloides
C00026219 | Senecio platyphyllus DC.
C00026219 | Senecio polypodioides
C00026220 | Senecio racemosus
C00026221 | Senecio racemosus
C00026222 | Senecio racemosus
C00026223 | Senecio bracteatum
C00026223 | Senecio iodanthus
C00026223 | Senecio mulgediifolius
C00026223 | Senecio roseus
C00026224 | Senecio runcinatus
C00026225 | Senecio linifolius
C00026226 | Senecio deformis
C00026226 | Senecio franchetii
C00026226 | Senecio rhombifolius
C00026227 | Senecio racemosus
C00026228 | Senecio longibolus
C00026228 | Senecio platyphylloides
C00026229 | Senecio pterophorus
C00033565 | Senecio burtonii
C00033612 | Senecio illinitus
C00033612 | Senecio kirkii Hook.
C00034076 | Senecio platyphylloides
C00034076 | Senecio rhombifolius
C00034076 | Senecio viravira
C00037757 | Senecio ruwenzoriensis S. Moore
C00041641 | Senecio mairetianus
C00041642 | Senecio mairetianus
C00041643 | Senecio mairetianus
C00041644 | Senecio mairetianus
C00041645 | Senecio mairetianus
C00041646 | Senecio mairetianus
C00041647 | Senecio mairetianus
C00041648 | Senecio mairetianus
C00042061 | Senecio aegyptius var.discoideus
C00042062 | Senecio aegyptius var.discoideus
C00044566 | Senecio chionophilus
C00045098 | Senecio chionophilus
C00046027 | Senecio glabellum
C00046027 | Senecio longibolus
C00046027 | Senecio miser
C00050490 | Senecio scandens
C00050706 | Senecio flavus
C00050978 | Senecio polyodon
C00051019 | Senecio abrotanifolius
C00051748 | Senecio vernalis
C00051748 | Senecio vulgaris
C00051762 | Senecio erucifolius
C00051762 | Senecio inaequidens
C00051762 | Senecio jacobaea
C00051762 | Senecio vernalis
C00051762 | Senecio vulgaris
C00003365 | Seriphidium finitum
C00035822 | Seriphidium cinum
C00000609 | Serratula quinquefolia
C00000609 | Serratula radiata
C00001062 | Serratula wolfi
C00003110 | Serratula wolfi
C00003230 | Serratula strangulata
C00003654 | Serratula inermis
C00004571 | Serratula strangulata
C00011720 | Serratula wolfi
C00012483 | Serratula wolfi
C00013826 | Serratula strangulata
C00030755 | Serratula wolfi
C00030757 | Serratula wolfi
C00033543 | Serratula strangulata
C00036372 | Serratula strangulata
C00036469 | Serratula strangulata
C00043147 | Serratula wolffii
C00043570 | Serratula wolffii
C00049773 | Serratula tinctoria
C00049793 | Serratula tinctoria
C00004565 | Silphium perfoliatum L.
C00004631 | Silphium perfoliatum L.
C00005137 | Silphium perfoliatum L.
C00005138 | Silphium perfoliatum L.
C00005169 | Silphium perfoliatum L.
C00005373 | Silphium perfoliatum L.
C00005413 | Silphium perfoliatum L.
C00013759 | Silphium perfoliatum
C00013801 | Silphium perfoliatum
C00020348 | Silphium perfoliatum
C00020404 | Silphium perfoliatum
C00021812 | Silphium perfoliatum
C00021823 | Silphium perfoliatum
C00021824 | Silphium perfoliatum
C00021825 | Silphium perfoliatum
C00022291 | Silphium perfoliatum
C00022334 | Silphium perfoliatum
C00022335 | Silphium perfoliatum
C00022336 | Silphium perfoliatum
C00022337 | Silphium perfoliatum
C00022338 | Silphium perfoliatum
C00022339 | Silphium perfoliatum
C00022340 | Silphium perfoliatum
C00036896 | Silphium perfoliatum
C00001002 | Silybum marianum
C00001003 | Silybum marianum
C00001004 | Silybum marianum
C00001209 | Silybum marianum
C00001211 | Silybum marianum
C00001224 | Silybum marianum
C00001233 | Silybum marianum
C00001238 | Silybum marianum
C00001435 | Silybum marianum
C00002422 | Silybum marianum
C00004148 | Silybum marianum
C00004160 | Silybum marianum
C00005190 | Silybum marianum
C00007247 | Silybum marianum
C00008375 | Silybum marianum
C00008376 | Silybum marianum
C00008377 | Silybum marianum
C00008378 | Silybum marianum
C00008662 | Silybum marianum
C00008663 | Silybum marianum
C00008664 | Silybum marianum
C00030739 | Silybum marianum GAERTH
C00030740 | Silybum marianum GAERTH
C00039453 | Silybum marianum
C00039454 | Silybum marianum
C00040305 | Silybum marianum
C00040306 | Silybum marianum
C00051487 | Silybum marianum
C00001075 | Simsia cronquistii
C00007218 | Simsia spp.
C00007893 | Simsia ghiesbreghtii
C00008043 | Simsia spp.
C00008050 | Simsia ghiesbreghtii
C00009817 | Simsia foetida
C00012361 | Simsia dombeyana
C00019958 | Simsia cronquistii
C00003255 | Smallanthus fruticosus
C00003255 | Smallanthus sonchifolius
C00003255 | Smallanthus uvedalius
C00011833 | Smallanthus uvedalius
C00020230 | Smallanthus uvedalia
C00020766 | Smallanthus uvedalia
C00020767 | Smallanthus uvedalia
C00020768 | Smallanthus uvedalia
C00020769 | Smallanthus uvedalia
C00000158 | Solidago altissima
C00000159 | Solidago altissima
C00000159 | Solidago virgaurea var.leiocarpa
C00000160 | Solidago altissima
C00000162 | Solidago altissima
C00000354 | Solidago canadensis
C00000615 | Solidago altissima L.
C00000615 | Solidago virgaurea var.leiocarpa
C00000805 | Solidago canadensis
C00000816 | Solidago canadensis
C00000823 | Solidago canadensis
C00001287 | Solidago altissima
C00002659 | Solidago virgaurea
C00002724 | Solidago altissima L.
C00002724 | Solidago canadensis
C00002740 | Solidago odora
C00003029 | Solidago canadensis
C00003110 | Solidago canadensis
C00003118 | Solidago canadensis
C00003147 | Solidago canadensis
C00003186 | Solidago canadensis
C00003559 | Solidago virga-aurea
C00003559 | Solidago virgaurea
C00004631 | Solidago canadensis
C00005138 | Solidago altissima
C00005169 | Solidago altissima
C00005373 | Solidago altissima
C00005413 | Solidago altissima
C00005413 | Solidago virgaurea
C00005843 | Solidago spp.
C00007453 | Solidago canadensis
C00007636 | Solidago canadensis
C00011720 | Solidago canadensis
C00012425 | Solidago canadensis
C00012475 | Solidago nemoralis
C00012476 | Solidago nemoralis
C00012776 | Solidago nemoralis
C00016996 | Solidago wrightii
C00022275 | Solidago canadensis
C00022275 | Solidago gigantea
C00022275 | Solidago sempervirens
C00022463 | Solidago sempervirens
C00022466 | Solidago canadensis
C00022467 | Solidago canadensis
C00023527 | Solidago juncea
C00029480 | Solidago altissima L.
C00029480 | Solidago canadensis
C00029511 | Solidago altissima L.
C00029520 | Solidago canadensis
